3;16;1;1;Metody iloœciowe w naukach technicznych ;56;3
3;16;1;2;Socjologia innowacji;14;1
3;16;1;3;Metody badañ iloœciowych;56;3
3;16;1;4;Twórcze myœlenie;14;1
3;16;1;5;Wstêp do projektowania interfejsów;42;7
3;16;1;6;Modu³ fakultatywny;56;4
3;16;1;7;Wymiary ¿ycia spo³ecznego ;28;2
3;16;1;8;Grafika komputerowa ;42;8
3;16;1;9;Analiza i projektowanie innowacji w oparciu o modele biznesowe;14;1
3;16;2;1;Analiza sieci spo³ecznych ;42;2
3;16;2;2;Probabilistyka;56;3
3;16;2;3; Metody i techniki programowania;56;4
3;16;2;4;Metody badañ jakoœciowych;28;2
3;16;2;5;Badanie u¿ytecznoœci interfejsów;28;3
3;16;2;6;Service design;28;4
3;16;2;7;Modu³ fakultatywny;56;4
3;16;2;8;Komunikacja spo³eczna w dobie nowych mediów;28;2
3;16;2;9;Wprowadzenie do neuropsychologii;14;1
3;16;2;10;Warsztaty praktyczne;12;5
3;16;3;1;Wielowymiarowa analiza danych;56;5
3;16;3;2;Spo³eczeñstwo sieci ;28;2
3;16;3;3;Design thinking;28;5
3;16;3;4;Projektowanie interfejsów. Podstawy ergonomii;28;6
3;16;3;5;Modu³ fakultatywny;56;4
3;16;3;6;Spo³eczny wymiar technologii;28;2
3;16;3;7;Smart community, smart city;42;2
3;16;3;8;Bazy danych;42;4
3;16;4;1;Komputerowa ekstrakcja danych;28;4
3;16;4;2;Internet (wszech) rzeczy. Spo³eczne i kulturowe konsekwencje internetowej rewolucji „nie-ludzi” cz. 2;28;4
3;16;4;3;Text mining;28;3
3;16;4;4; Projektowanie interfejsów;28;4
3;16;4;5;Stylometria ;28;3
3;16;4;6;Wyk³ad fakultatywny;28;2
3;16;4;7;Ochrona w³asnoœci intelektualnej ;20;2
3;16;4;8;Internet (wszech) rzeczy. Spo³eczne i kulturowe konsekwencje internetowej rewolucji „nie-ludzi" cz.1;6;1
3;16;4;9;Warsztaty praktyczne;12;5
3;16;4;10;Wprowadzenie do IBM SPSS Modeler;28;2
3;16;5;1;Wizualizacja danych ;28;3
3;16;5;2;Eksploracja danych;56;4
3;16;5;3;Modelowanie w data mining;56;4
3;16;5;4;Spo³eczne i psychologiczne podstawy projektowania interakcji;28;6
3;16;5;5;Socjotechnika;28;2
3;16;5;6;Seminarium ;28;2
3;16;5;7;Modu³ fakultatywny;56;4
3;16;6;1;Wyk³ad fakultatywny;28;2
3;16;6;2;Seminarium;28;2
3;16;6;3;Ekonomia;28;4
3;16;6;4;Econometrics;28;4

