4;2;1;1;Podstawy projektowania in¿ynierskiego;42;4
4;2;1;2;Matematyka I;98;10
4;2;1;3;BHP;28;2
4;2;1;4;Ochrona œrodowiska;28;2
4;2;1;5;Prawo patentowe i ochrona w³asnoœci intelektualnej;14;1
4;2;1;6;Chemia ogólna;56;6
4;2;1;7;Informatyka;56;5
4;2;2;1;Fizyka I;56;6
4;2;2;2;Elektrotechnika i elektronika;42;3
4;2;2;3;Podstawy metalurgii;42;3
4;2;2;4;W³asnoœci materia³ów;28;2
4;2;2;5;Polimery i kompozyty;42;3
4;2;2;6;Materia³y spiekane i ceramiczne;28;2
4;2;2;7;Matematyka II;70;8
4;2;2;8;Zarz¹dzanie jakoœci¹;28;2
4;2;2;9;Ekonomika i systemy zarz¹dzania;14;1
4;2;3;1;Fizyka II;56;6
4;2;3;2;Mechanika techniczna i wytrzyma³oœæ materia³ów;56;4
4;2;3;3;Mechanika oœrodków ci¹g³ych;56;4
4;2;3;4;Metody komputerowe w in¿ynierii materia³owej;42;3
4;2;3;5;Grafika in¿ynierska;42;3
4;2;3;6;Krystalografia i rentgenografia;56;5
4;2;3;7;Materia³y funkcjonalne;28;2
4;2;3;8;Dziedzictwo techniki hutniczej;28;3
4;2;4;1;Termodynamika techniczna i wymiana ciep³a;56;5
4;2;4;2;Metody badañ struktury materia³ów;70;5
4;2;4;3;W³asnoœci mechaniczne materia³ów;42;4
4;2;4;4;Projektowanie w systemach CAD;42;4
4;2;4;5;Podstawy nauki o materia³ach;70;5
4;2;4;6;Procesy przeróbki plastycznej;42;4
4;2;4;7;Chemia fizyczna;42;3
4;2;5;1;Materia³y metaliczne;42;5
4;2;5;2;Technologie w in¿ynierii powierzchni;56;5
4;2;5;3;Podstawy obróbki cieplnej;42;4
4;2;5;4;Obróbka ubytkowa i spajanie;56;5
4;2;5;5;Dobór materia³ów w projektowaniu in¿ynierskim;56;5
4;2;5;6;Introduction to Powder Metallurgy;42;3
4;2;5;7;Fundamentals of Metal Forming;42;3
4;2;5;8;Tendencje rozwoju rynku i technologii w hutnictwie œwiatowym;42;3
4;2;5;9;Technologie i systemy informacyjne;42;3
4;2;5;10;Uszlachetnianie wyrobów stalowych;42;3
4;2;5;11;Techniki wytwarzania nanomateria³ów;42;3
4;2;5;12;Narzêdzia do przygotowywania tekstów naukowo-technicznych;42;3
4;2;5;13;Metody i narzêdzia komputerowej symulacji procesów;42;3
4;2;5;14;Programowanie metod numerycznych w MATLABie;42;3
4;2;5;15;Formy wspó³pracy i metody pozyskiwania funduszy europejskich;42;3
4;2;5;16;Nowoczesne techniki ³¹cznoœci;42;3
4;2;5;17;E-gospodarka;42;3
4;2;5;18;Komputerowe modelowanie procesów odlewania;42;3
4;2;6;1;Praktyka zawodowa 4 tygodnie;0;5
4;2;6;2;Biomateria³y;56;5
4;2;6;3;Komputerowe projektowanie stali i stopów;56;5
4;2;6;4;Wytwarzanie i w³asnoœci materia³ów zdyspergowanych;56;5
4;2;6;5;Fizykochemia powierzchni miêdzyfazowych;56;5
4;2;6;6;Technologie warstw dekoracyjnych i specjalnych;56;5
4;2;6;7;Spektralne i chemiczne metody badañ materia³ów;56;5
4;2;6;8;Technologie spajania i ciêcia;56;5
4;2;6;9;Spawalnicze Ÿród³a ciep³a;56;5
4;2;6;10;Metrologia;56;5
4;2;6;11;Systemy i narzêdzia zapewnienia jakoœci;56;5
4;2;6;12;Specjalne technologie w przetwórstwie materia³ów;56;5
4;2;6;13;Metody projektowania w przetwórstwie materia³ów;56;5
4;2;6;14;Maszyny i urz¹dzenia spawalnicze;56;5
4;2;7;1;Przygotowanie pracy dyplomowej;0;15
4;2;7;2;Materia³y dla energetyki i lotnictwa;56;5
4;2;7;3;Metalurgia spawania;56;5
4;2;7;4;Formowanie i spiekanie proszków;56;5
4;2;7;5;Komputerowe modelowanie formowania materia³ów;56;5
4;2;7;6;Urz¹dzenia do obróbki powierzchniowej;56;5
4;2;7;7;Mechanizmy zu¿ycia warstw wierzchnich;56;5
4;2;7;8;Napawanie i natryskiwanie cieplne;56;5
4;2;7;9;Gromadzenie i przetwarzanie danych;56;5
4;2;7;10;In¿ynieria jakoœci;56;5

